"year","month","PCP","TAVG","PDSI","PHDI","ZNDX","PMDI","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TMIN","TMAX"
2016,5,5.94,60.5,0.79,-0.57,2.38,0.77,1.19,0.37,-0.42,0.38,0.7,0.92,0.22,51.1,70
2016,6,4.28,71.7,0.97,0.97,0.78,0.97,0.35,1.02,0.38,0.23,0.57,0.41,0.24,60.4,83.1
2016,7,4.73,77.3,1.13,1.13,0.78,1.13,0.63,0.57,1.12,0.31,0.46,0.44,0.47,66.5,88
2016,8,3.14,77,-0.43,0.59,-1.28,-0.35,-0.27,0.06,0.15,-0.21,0.35,0.68,0.47,66.3,87.8
2016,9,5.04,71.4,-0.07,0.84,0.93,0.44,0.89,0.39,0.52,0.62,0.48,0.72,0.86,61,81.8
2016,10,1.36,58.4,-0.84,-0.84,-2.31,-0.84,-0.91,0.06,-0.23,0.5,0.03,0.21,0.49,47,69.7
2016,11,1.15,47.3,-1.74,-1.74,-2.98,-1.74,-1.1,-1.5,-0.51,-0.32,-0.51,-0.02,0.31,34.8,59.8
2016,12,2.85,37.6,-1.98,-1.98,-1.25,-1.98,0.08,-0.74,-1.2,-0.45,-0.1,-0.16,0.35,28,47.3
2017,1,3.34,38.2,-1.74,-1.74,0.1,-1.63,0.57,0.34,-0.32,-0.52,0.26,-0.15,0.4,30.7,45.8
2017,2,0.64,44.6,-2.61,-2.61,-3.13,-2.61,-1.74,-0.64,-0.45,-0.76,-0.58,-0.7,0.27,32.5,56.7
2017,3,2.56,43.3,-2.67,-2.67,-0.99,-2.67,-0.43,-1.56,-0.86,-1.62,-0.81,-0.45,0.19,32.4,54.2
2017,4,3.57,59.2,-2.56,-2.56,-0.51,-2.56,0.38,-0.11,-0.93,-0.82,-0.89,-0.15,0.14,47.7,70.8
2017,5,7.22,61.7,-1.04,-1.04,3.78,0.63,1.79,1.55,1.14,0.49,-0.01,0.03,0.61,51.4,72
2017,6,1.64,71.6,-1.75,-1.75,-2.45,-1.11,-1.9,0.45,0.51,-0.11,-0.81,-0.48,-0.1,60,83.1
2017,7,5.89,76.6,-1.14,-1.14,1.28,0.03,1.34,-0.06,1.05,0.24,0,-0.25,0.09,65.8,87.4
2017,8,3.93,71.8,-1.08,-1.08,-0.18,0,0.19,0.79,-0.08,0.68,0.3,-0.04,0.44,61.6,82
2017,9,1.56,66.8,-1.65,-1.65,-2.03,-1.22,-0.95,-0.62,0.06,0.37,-0.07,-0.6,0.06,55.5,78.1
2017,10,4.08,60.2,-1.54,-1.54,-0.17,-1.11,0.56,-0.23,-0.22,0.47,-0.01,-0.15,0,48.2,72.2
2017,11,-9.99,-99.9,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.9,-99.9
2017,12,-9.99,-99.9,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.9,-99.9
