"year","month","PCP","TAVG","PDSI","PHDI","ZNDX","PMDI","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TMIN","TMAX"
1944,6,2.14,72.5,-2.52,-2.52,-2.46,-2.52,-1.25,-1.45,-1.33,-0.55,-0.65,-1.6,0.15,59.8,85.3
1944,7,2.44,75.2,-3.17,-3.17,-2.72,-3.17,-1.07,-1.68,-1.66,-0.93,-1.02,-1.72,-0.06,62.1,88.3
1944,8,3.97,72.7,-3.13,-3.13,-0.88,-3.13,0.21,-0.53,-1.12,-0.89,-1.03,-1.24,-0.58,60.4,85.1
1944,9,6.69,66.5,-1.9,-1.9,2.73,-0.73,1.36,1.14,0.58,-0.38,-0.02,-0.15,-0.08,56.2,76.8
1944,10,3.91,53.4,-1.44,-1.44,0.78,0.04,0.49,1.3,1.15,-0.12,0.18,-0.06,-1.05,41.1,65.8
1944,11,1.94,43.1,-1.42,-1.42,-0.38,-0.12,-0.42,0.06,0.9,0.01,-0.01,-0.28,-1.04,33.4,52.9
1944,12,2.92,30.1,-1.07,-1.07,0.63,0.43,0.14,-0.3,0.04,0.4,-0.28,0,-1.22,21.1,39
1945,1,2.33,27.5,-1.04,-1.04,-0.26,0.31,-0.23,-0.14,-0.39,0.63,-0.35,-0.04,-1.2,19.3,35.7
1945,2,2.39,34.9,-0.95,-0.95,-0.05,0.33,0.1,-0.15,-0.07,0.62,-0.1,-0.06,-1.01,24.5,45.3
1945,3,1.2,53.3,-2.14,-2.14,-3.85,-1.88,-1.73,-1.22,-1.29,-0.61,-0.17,-0.77,-1.32,39.8,66.8
1945,4,3.2,55.4,-2.24,-2.24,-0.97,-2.24,0.14,-1.12,-0.92,-0.87,0.14,-0.73,-1.26,42.1,68.7
1945,5,4.09,59.6,0.2,-1.8,0.61,-1.47,0.2,0.16,-0.71,-0.61,0.17,-0.44,-1.3,46.9,72.4
1945,6,3.8,70.3,0.31,-1.49,0.39,-0.92,0.07,0.04,0.04,-0.7,-0.45,-0.2,-1.23,57.8,82.7
1945,7,8.55,73.1,2.12,2.12,5.52,2.12,2.71,1.76,1.67,0.72,0.32,0.91,-0.6,62.7,83.6
1945,8,4.16,71.3,2.21,2.21,0.92,2.21,0.3,1.76,1.48,0.73,0.5,0.91,-0.18,59.3,83.2
1945,9,7.09,69.2,3.34,3.34,4.09,3.34,1.46,1.31,2.39,1.85,1.17,0.96,0.55,58.6,79.7
1945,10,0.89,53.6,2.41,2.41,-1.78,1.64,-1.32,0.58,0.54,1.3,0.81,0.51,0.27,40.7,66.6
1945,11,3.55,44.9,2.45,2.45,0.88,1.99,0.59,-0.5,0.65,1.47,0.95,0.74,0.3,34.1,55.7
1945,12,3.82,28.6,2.76,2.76,1.66,2.76,0.77,0.81,-0.13,1.77,1.39,0.93,0.63,21.1,36.2
1946,1,1.68,33.4,-0.38,2.09,-1.15,1.54,-0.92,-0.01,0.32,0.5,1.27,0.84,0.53,23.8,42.9
1946,2,2.26,35.6,-0.43,1.79,-0.26,1.09,0,-0.67,-0.02,0.42,1.25,0.83,0.47,24.6,46.6
1946,3,2.84,49.9,-0.85,1.14,-1.39,-0.15,-0.21,-0.19,-0.72,-0.5,1.23,1.06,0.23,38.2,61.5
1946,4,1.6,52.3,-1.36,-1.36,-1.8,-1.36,-1.26,-1.09,-0.97,-0.29,0.01,0.82,0.05,39.5,65
1946,5,6.56,61.6,0.96,0.96,2.89,0.96,1.49,0.53,0.3,0.12,0.47,1.18,0.48,49.9,73.3
1946,6,3.33,68.9,0.87,0.87,0.01,0.87,-0.23,0.88,0.18,-0.32,-0.28,1.15,0.64,56.6,81.2
1946,7,4.63,72.3,1.18,1.18,1.19,1.18,0.57,0.13,0.97,0.15,0.29,0.46,1,60.5,84.2
1946,8,3.89,68.5,1.24,1.24,0.57,1.24,0.16,0.31,0.05,0.18,0.09,0.44,0.99,57.4,79.5
1946,9,3.16,66.1,0.02,1.13,0.05,1.07,0.16,-0.01,0.15,0.22,-0.15,-0.13,0.56,53,79.2
1946,10,2.98,57.1,-0.17,0.84,-0.52,0.37,0.07,-0.04,-0.07,0.52,0.02,0.16,0.42,44.3,69.8
1946,11,0.95,47.9,-0.96,-0.96,-2.41,-0.96,-1.32,-0.73,-0.66,-0.52,-0.29,-0.32,0.28,36.1,59.7
1946,12,1.81,38.8,-1.42,-1.42,-1.69,-1.42,-0.78,-1.45,-1.05,-0.65,-0.38,-0.7,0.22,27.4,50.2
1947,1,3.42,38.1,-1.04,-1.04,0.7,-0.58,0.63,-0.15,-0.84,-0.69,0.05,-0.38,0.33,28.5,47.8
1947,2,1.44,27.8,-1.31,-1.31,-1.13,-1.31,-0.74,-0.06,-0.54,-0.92,-0.79,-0.52,0.2,17.1,38.5
1947,3,1.61,35,-1.6,-1.6,-1.28,-1.6,-1.29,-1.71,-0.91,-1.49,-1.02,-0.76,0.23,24.6,45.5
1947,4,1.96,54.6,-2,-2,-1.7,-2,-0.87,-1.68,-2,-2.31,-1.46,-0.7,0.06,41.3,67.9
1947,5,4.28,61.9,0.12,-1.68,0.36,-1.44,0.31,-0.33,-0.99,-1.09,-1.27,-1.13,0.02,48.7,75
1947,6,3.68,68.3,0.28,-1.33,0.52,-0.79,0,0.07,-0.4,-0.9,-1.46,-1.08,-0.02,56.7,79.9
1947,7,4.5,71.7,0.67,-0.78,1.24,0.36,0.48,0.23,0.22,-0.94,-1.22,-1.11,-0.51,60.5,82.8
1947,8,3.32,75,-0.22,-0.92,-0.65,-0.07,-0.16,0.04,-0.06,-0.74,-0.89,-1.2,-0.57,64.4,85.7
1947,9,3.59,66.4,-0.13,-0.75,0.21,0.18,0.36,-0.06,0.07,-0.21,-0.61,-1.1,-1.01,55.7,77.1
1947,10,1.52,60.1,-0.89,-1.46,-2.35,-1.34,-0.79,-0.45,-0.6,-0.28,-1.11,-1.4,-0.84,47.9,72.4
1947,11,4.82,41.5,-0.28,-0.79,1.56,0.17,1.2,0.24,0.21,0.09,-0.43,-0.64,-0.68,32.7,50.4
1947,12,1,33.1,-0.79,-1.25,-1.62,-1.01,-1.6,0.15,-0.45,-0.33,-0.43,-0.81,-1.14,23.1,43
1948,1,3.44,25.3,-0.32,-0.73,1.17,0.14,0.64,-0.59,0.4,-0.32,-0.07,-0.83,-0.85,16.2,34.3
1948,2,1.18,34.1,-0.81,-1.17,-1.56,-0.97,-1.03,-0.21,-1.13,-0.47,-0.46,-0.88,-1.01,22.8,45.5
1948,3,3.34,45.7,-0.81,-1.13,-0.25,-0.97,0.17,-0.54,-0.1,-0.43,-0.4,-0.5,-0.92,34,57.5
1948,4,4.14,54,0.29,-0.73,0.86,-0.01,0.72,0.57,-0.02,0.29,-0.31,-0.11,-0.6,42,66
1948,5,6.51,61.6,1.26,1.26,3.01,1.26,1.46,1.5,1.36,0.35,0.33,0.23,-0.66,50.2,73
1948,6,3.36,70.5,1.07,1.07,-0.18,0.87,-0.21,0.87,1.05,0.69,0.28,0.13,-0.69,58.6,82.4
1948,7,4.18,73.7,1.11,1.11,0.44,1.08,0.27,-0.06,0.8,0.58,0.63,0.1,-0.77,62.9,84.5
1948,8,7.25,71.3,2.15,2.15,3.46,2.15,1.54,1.35,0.98,1.65,0.83,0.78,-0.27,60.3,82.3
1948,9,3.36,64.7,2.2,2.2,0.82,2.2,0.26,1.13,1.06,1.43,1.16,0.76,-0.17,53.3,76.2
1948,10,4.28,51.8,2.52,2.52,1.63,2.52,0.64,0.48,1.22,1.37,1.21,1.11,-0.02,40.8,62.8
1948,11,5.3,47.7,3.2,3.2,2.83,3.2,1.41,1.23,1,1.41,1.8,1.22,0.43,37.6,57.8
1948,12,4.76,36.5,3.72,3.72,2.53,3.72,1.35,1.79,1.6,1.99,1.95,1.77,0.82,27.2,45.8
1949,1,4.27,40,3.9,3.9,1.71,3.9,1.15,1.6,1.87,2.26,2.13,1.95,0.9,30.8,49.2
1949,2,2.18,40.8,3.24,3.24,-0.78,2.88,-0.07,0.75,1.24,1.48,1.79,2.01,0.98,30.2,51.4
1949,3,1.91,43.2,2.34,2.34,-1.7,1.27,-1,-0.83,0.09,1.23,1.72,1.8,1,31.8,54.7
1949,4,2.96,51.2,2.06,2.06,-0.11,0.93,-0.03,-0.82,-0.78,1.02,1.56,1.7,1.1,39.2,63.2
1949,5,5.02,62.4,2.26,2.26,1.24,1.57,0.72,0.46,-0.13,0.72,1.14,1.51,1.23,50,74.7
1949,6,4.25,71.1,2.31,2.31,0.83,1.86,0.34,0.62,0.44,0.33,1.22,1.78,1.38,59.7,82.4
1949,7,5.54,76.8,2.66,2.66,1.77,2.66,1.13,0.88,1.07,0.34,1.4,1.94,1.58,66.7,86.8
1949,8,5.77,72.9,3.1,3.1,2.15,3.1,1.01,1.31,1.21,0.84,1.25,1.53,1.74,62.8,82.9
1949,9,2.74,62.4,2.88,2.88,0.3,2.88,-0.05,0.49,0.85,0.91,0.77,1.36,1.5,51,73.8
1949,10,3.28,58.8,-0.04,2.55,-0.12,2.43,0.21,-0.08,0.44,0.93,0.48,1.26,1.58,47.7,69.8
1949,11,1.06,43.9,-0.5,1.82,-1.39,1.08,-1.2,-0.55,-0.66,0.37,0.23,0.68,1.23,32.1,55.6
1949,12,2.16,37.1,-0.61,1.47,-0.5,0.49,-0.47,-1.17,-0.75,0.1,0.36,0.31,1.42,26.7,47.4
1950,1,1.95,44,-1.1,0.76,-1.66,-0.86,-0.61,-0.78,-1.35,-0.5,0.25,-0.12,1.27,32.7,55.2
1950,2,2.55,35.3,-0.95,0.73,0.13,-0.76,0.22,-0.28,-0.54,-0.93,0.02,-0.02,1.43,26,44.7
1950,3,3.26,38.9,-0.72,0.79,0.4,-0.49,0.11,0.2,-0.19,-0.74,-0.06,0.22,1.41,26.9,50.8
1950,4,1.36,49.4,-1.21,-1.21,-1.7,-1.21,-1.57,-0.98,-0.72,-1.58,-0.79,-0.08,1.11,36.6,62.2
1950,5,5.1,61.8,0.44,-0.65,1.31,0.25,0.76,-0.23,-0.2,-0.53,-0.87,-0.12,0.96,50.8,72.7
1950,6,3.09,69.4,0.27,-0.7,-0.35,0.01,-0.41,0.16,-0.54,-0.61,-0.95,-0.38,0.97,57.3,81.5
1950,7,4.12,71.8,0.44,0.44,0.59,0.44,0.23,-0.21,0.17,-0.35,-0.96,-0.61,1.01,61.4,82.2
1950,8,2.87,71.5,0.07,0.07,-0.98,-0.33,-0.45,-0.29,-0.55,-0.62,-0.79,-1.11,0.48,60,82.9
1950,9,6.27,63.3,1.1,1.1,3.11,1.1,1.25,0.69,0.62,0.14,-0.02,-0.33,0.81,54,72.5
1950,10,2.86,56.2,0.92,0.92,-0.2,0.68,0.01,0.92,0.5,0.47,0.06,-0.46,0.6,44.7,67.6
1950,11,3.24,42.9,1.17,1.17,1.03,1.17,0.42,0.16,0.86,0.32,0.16,-0.13,0.35,30.5,55.3
1950,12,4.01,30.6,1.68,1.68,1.88,1.68,0.89,0.76,0.45,0.74,0.39,0.23,0.34,21,40.2
1951,1,1.79,35.1,1.13,1.13,-1.11,0.51,-0.79,0.15,0.32,0.47,0.54,0.19,0.03,24.4,45.7
1951,2,2.84,35.5,1.18,1.18,0.49,0.74,0.43,-0.2,0.34,0.81,0.38,0.27,0.09,24.5,46.5
1951,3,3.72,41.9,1.28,1.28,0.65,1.07,0.43,0.56,0.08,0.38,0.63,0.34,0.29,31,52.8
1951,4,3.61,51.8,1.33,1.33,0.55,1.32,0.41,0.5,0.59,0.58,0.66,0.7,0.34,39.8,63.8
1951,5,2.3,61.5,0.64,0.64,-1.65,-0.39,-0.94,-0.5,-0.23,-0.01,0.54,0.17,-0.05,48.9,74.2
1951,6,7.52,70,2.18,2.18,4.82,2.18,1.78,0.85,0.85,0.65,0.74,0.93,0.34,58.8,81.2
1951,7,2.91,74.5,-0.26,1.7,-0.77,1.29,-0.68,1.11,0.32,0.63,0.62,0.72,0.04,62.7,86.3
1951,8,2.42,72,-0.74,1.01,-1.54,-0.13,-0.8,-1.01,0.38,0.09,0.2,0.66,-0.32,59.6,84.5
1951,9,1.52,66.3,-1.37,-1.37,-2.11,-1.37,-0.99,-1.36,-1.43,-0.47,-0.43,-0.03,-0.42,53.4,79.3
1951,10,1.13,57.7,-2.16,-2.16,-2.79,-2.16,-1.1,-1.9,-2.1,-1.04,-0.66,-0.4,-0.67,45.6,69.8
1951,11,4.59,39,0.34,-1.6,1.01,-1.08,1.1,0.02,-0.61,-0.23,-0.34,-0.21,-0.25,28.1,49.9
1951,12,4.3,36.1,0.89,-0.85,1.76,0.5,1.07,1.38,0.43,-0.79,-0.1,-0.13,0.04,26,46.2
1952,1,3.91,37.3,1.29,1.29,1.47,1.29,0.94,1.26,1.47,-0.28,0.02,0.23,0.26,27.9,46.6
1952,2,2.15,37,0.98,0.98,-0.51,0.6,-0.09,0.57,0.97,0.03,0.25,0.14,0.19,26.8,47.1
1952,3,4.31,40.6,1.39,1.39,1.51,1.39,0.82,0.52,0.88,0.79,-0.29,0.24,0.31,30,51.3
1952,4,6.73,53.1,2.55,2.55,3.93,2.55,1.96,2.09,1.65,1.81,0.63,0.74,0.9,42.4,63.8
1952,5,4.61,61.1,2.62,2.62,0.97,2.62,0.5,1.74,1.89,1.86,1,1.07,0.83,49.7,72.5
1952,6,3.41,73.5,2.16,2.16,-0.55,1.87,-0.18,0.09,1.29,1.45,1.25,0.36,0.9,61.3,85.8
1952,7,2.88,76.3,1.44,1.44,-1.51,0.45,-0.7,-0.66,-0.33,0.96,1.52,0.38,0.79,64.6,88.1
1952,8,4.77,72.2,1.41,1.41,0.35,0.55,0.59,-0.03,-0.21,1.15,1.33,0.78,1.04,61.5,82.8
1952,9,4.33,64.8,1.55,1.55,0.86,1,0.64,0.68,0.24,1,1.22,1.14,0.79,52.1,77.5
1952,10,1.16,51.7,0.77,0.77,-1.85,-0.5,-1.07,-0.29,0,-0.22,0.62,1.15,0.55,38.3,65.2
1952,11,6.59,44.8,1.76,1.76,3.21,1.59,1.92,0.7,0.79,0.48,1.33,1.47,0.88,34.5,55.1
1952,12,2.53,34.5,1.61,1.61,0.08,1.4,-0.16,1.47,0.5,0.49,1.07,1.26,0.8,26,43.1
1953,1,3.68,37,1.84,1.84,1.2,1.84,0.8,0.35,1.47,0.93,0.65,1.26,0.99,27.8,46.3
1953,2,1.89,38.8,1.32,1.32,-0.98,0.78,-0.31,0.32,0.13,0.62,0.41,1.21,0.89,27.8,49.9
1953,3,5.08,43.5,1.9,1.9,2.13,1.9,1.29,0.75,0.97,0.89,0.86,1.3,1.02,32.7,54.2
1953,4,3.44,51.8,1.82,1.82,0.36,1.82,0.3,1.05,0.69,1.35,1.07,0.83,0.99,40.6,63
1953,5,5.8,66.6,2.12,2.12,1.46,2.12,1.12,0.97,1.46,1.04,1.21,0.98,1.46,55,78.1
1953,6,2.8,71,-0.31,1.59,-0.94,1.1,-0.63,0.34,0.38,0.87,0.92,0.89,0.88,59.3,82.6
1953,7,1.86,75.7,-1.15,0.55,-2.62,-1.15,-1.61,-1.62,-0.48,0.05,0.95,0.72,0.79,62.3,89.1
1953,8,2.61,73.2,-1.77,-1.77,-2.2,-1.77,-0.64,-1.41,-1.62,-0.14,-0.09,0.39,0.84,60.2,86.3
1953,9,2.46,66.1,-2.08,-2.08,-1.48,-2.08,-0.21,-0.81,-1.4,-0.79,-0.22,0.16,0.91,52.6,79.6
1953,10,2.3,57,-2.44,-2.44,-1.73,-2.44,-0.28,-0.61,-1.01,-1.03,-0.6,0.28,0.96,42.7,71.2
1953,11,1.54,43.9,-3.11,-3.11,-2.76,-3.11,-0.74,-0.78,-0.94,-2.12,-0.73,-0.63,0.63,31.5,56.3
1953,12,3.21,37,-3.15,-3.15,-1.08,-3.15,0.35,-0.35,-0.55,-1.52,-1.03,-0.5,0.59,26.8,47.2
1954,1,2.18,32.5,-3.22,-3.22,-1.19,-3.22,-0.37,-0.06,-0.5,-1.17,-1.28,-0.83,0.38,22,43.1
1954,2,1.19,39.6,-3.54,-3.54,-1.95,-3.54,-1.02,-1.13,-0.58,-1.15,-2.19,-0.98,0.25,27.5,51.6
1954,3,4.09,42,-2.81,-2.81,1.09,-2.32,0.68,-0.08,-0.34,-0.66,-1.59,-1.19,0.21,30.7,53.3
1954,4,3.15,56.7,-2.73,-2.73,-0.63,-2.44,0.11,0.46,-0.12,-0.4,-1.1,-1.25,-0.23,43.9,69.5
1954,5,3.27,58.7,-2.51,-2.51,-0.17,-2.22,-0.29,-0.25,0.11,-0.33,-0.89,-1.67,-0.46,47,70.4
1954,6,2.31,70.7,-2.75,-2.75,-1.5,-2.75,-1.07,-0.99,-0.85,-0.96,-1.11,-1.69,-0.62,58.2,83.1
1954,7,2.66,74.1,-3.01,-3.01,-1.65,-3.01,-0.88,-1.42,-1.25,-1.17,-1.23,-1.62,-0.66,60.5,87.7
1954,8,4.23,72.2,-2.78,-2.78,-0.24,-2.78,0.34,-0.33,-0.87,-0.64,-0.82,-1.31,-0.7,61.3,83.2
1954,9,1.07,69,-3.49,-3.49,-2.98,-3.49,-1.83,-0.71,-1.04,-1.39,-1.45,-1.79,-1.12,55.5,82.5
1954,10,5.99,57.6,0.6,-2.53,1.79,-1.76,1.23,0.29,0.3,-0.6,-0.66,-0.8,-0.38,45.3,69.9
1954,11,2.26,40.6,0.42,-2.39,-0.34,-1.71,-0.19,0.86,0.04,-0.63,-0.48,-0.7,-0.94,30.8,50.3
1954,12,3.4,33.1,0.76,-1.76,1.15,-0.61,0.48,0.08,0.9,-0.13,-0.5,-0.68,-0.88,24.1,42
1955,1,0.34,30.9,-0.94,-2.52,-2.83,-2.37,-3.09,-1.01,-0.92,-0.42,-1.09,-1.09,-1.37,21.5,40.3
1955,2,2.67,34.1,-0.73,-2.14,0.36,-1.79,0.31,-1.48,-0.67,-0.42,-0.94,-0.76,-1.24,22.6,45.7
1955,3,4.38,44.7,-0.27,-1.54,1.14,-0.68,0.87,0.78,-0.38,0.5,-0.34,-0.69,-1.3,33.2,56.2
1955,4,2.89,55.7,-0.51,-1.64,-0.79,-1.06,-0.08,0.47,0.5,-0.23,-0.13,-0.76,-1.34,44.1,67.4
1955,5,2.8,64,-0.94,-1.96,-1.47,-1.87,-0.6,-0.61,-0.06,-0.5,-0.39,-0.85,-1.65,51.3,76.6
1955,6,4.28,66,-0.37,-1.28,1.44,-0.49,0.35,-0.32,-0.38,-0.59,0.23,-0.53,-1.49,54.4,77.6
1955,7,2.43,77.9,-0.96,-1.79,-1.91,-1.76,-1.08,-0.45,-0.81,-0.35,-0.77,-0.55,-1.55,66.5,89.2
1955,8,12.81,74.8,2.72,2.72,8.17,2.72,3.04,2.54,2.3,1.84,1.13,0.93,-0.2,65,84.6
1955,9,1.38,65.6,-0.42,2.03,-1.25,1.44,-1.18,2.05,1.56,0.97,0.65,0.96,-0.28,55.5,75.6
1955,10,2.84,55.4,-0.51,1.68,-0.4,0.89,0,-0.88,1.69,0.92,1.01,0.5,-0.2,42.7,68.1
1955,11,1.64,41.1,-0.76,1.21,-0.91,0.02,-0.66,-0.48,-1.1,0.95,0.76,0.38,-0.22,29.2,53
1955,12,0.28,30,-1.49,-1.49,-2.41,-1.49,-2.51,-2.01,-1.46,0.29,0.1,-0.11,-0.58,20,40
1956,1,1.92,30.6,-1.6,-1.6,-0.79,-1.6,-0.64,-2.09,-2.21,0.43,-0.02,0.15,-0.62,21.8,39.4
1956,2,3.13,37.8,-1.2,-1.2,0.69,-0.77,0.63,0.04,-1.33,-1.61,0.3,0.26,-0.38,27.5,48
1956,3,3.31,40.6,-0.98,-0.98,0.29,-0.34,0.14,0.51,0.09,-1.13,0.23,0.08,-0.48,29.3,52
1956,4,2.24,50.4,-1.16,-1.16,-0.83,-0.87,-0.61,-0.43,-0.01,-1.49,0.34,-0.06,-0.6,38.6,62.2
1956,5,1.83,61.1,-1.74,-1.74,-2.11,-1.74,-1.29,-1.51,-1.2,-1.67,-1.98,-0.29,-0.82,47.4,74.8
1956,6,2.79,70,-1.93,-1.93,-1.12,-1.93,-0.64,-1.44,-1.61,-1.29,-2.3,-0.6,-0.8,57.5,82.4
1956,7,8.62,73,1.62,1.62,4.87,1.62,2.75,1.45,0.5,0.35,-0.7,0.52,-0.07,62.4,83.6
1956,8,3.18,71.5,1.42,1.42,-0.1,1.29,-0.25,1.47,0.92,-0.04,-0.6,-1.19,-0.13,60.4,82.6
1956,9,4.72,63.1,1.96,1.96,2.06,1.96,0.78,0.29,1.54,0.27,0.21,-0.44,0.38,52.1,74.1
1956,10,3.89,55.9,2.06,2.06,0.89,2.06,0.48,0.77,0.44,0.62,0.5,-0.3,0.11,46.1,65.7
1956,11,2.02,43.2,-0.1,1.75,-0.3,1.54,-0.36,0.09,0.41,0.91,0.24,-0.28,0.05,32.7,53.7
1956,12,2.19,42.4,-0.38,1.28,-0.87,0.61,-0.44,-0.62,-0.19,1.02,0.13,0.08,-0.05,32.6,52.2
1957,1,2.19,29.7,-0.49,1,-0.44,0.1,-0.36,-0.62,-0.73,-0.2,0.18,0.11,0.16,20.2,39.2
1957,2,3.11,38,-0.22,1.11,0.66,0.48,0.62,0.18,-0.14,0.15,0.69,0.14,0.19,28.4,47.6
1957,3,2.05,42.1,-0.66,-0.66,-1.4,-0.66,-0.87,-0.15,-0.4,-0.38,0.68,-0.08,-0.1,31.9,52.3
1957,4,3.58,55.5,-0.59,-0.59,0.02,-0.59,0.39,-0.38,0.01,-0.47,-0.19,0.14,-0.03,43.6,67.4
1957,5,2.26,63.6,-1.2,-1.2,-2.01,-1.2,-0.97,-0.53,-0.97,-0.83,-0.35,0.15,-0.17,50.7,76.5
1957,6,3.86,71.9,-1.1,-1.1,-0.07,-1.05,0.11,-0.75,-0.48,-0.69,-0.61,0.3,-0.25,60.8,82.9
1957,7,1.42,73.9,-1.99,-1.99,-3.02,-1.99,-2.06,-1.23,-1.49,-1.29,-1.47,-0.97,-0.36,60.7,87.2
1957,8,1.61,71.5,-2.8,-2.8,-3.05,-2.8,-1.64,-2.13,-1.78,-2.01,-1.77,-1.24,-1.99,58.2,84.7
1957,9,4.15,67.6,-0.01,-2.52,-0.02,-2.46,0.58,-0.51,-1.31,-1.34,-1.43,-1.43,-1.51,57.1,78.1
1957,10,3.71,50.7,0.11,-2.15,0.33,-1.89,0.4,0.55,-0.25,-1.25,-1.14,-1.38,-1.22,39.9,61.4
1957,11,2.86,44.7,-0.18,-2.11,-0.54,-2.01,0.2,0.32,0.43,-0.87,-1.28,-1.21,-1.03,34.6,54.8
1957,12,4.5,37.2,0.63,-1.26,1.89,-0.29,1.2,0.8,0.73,-0.45,-0.59,-0.78,-0.5,27.6,46.8
1958,1,3.41,29.7,0.94,-0.75,1.13,0.69,0.62,1.13,0.89,0.28,-0.57,-0.56,-0.31,21.1,38.4
1958,2,3,27.3,1.14,1.14,0.88,1.14,0.54,0.73,1.14,0.94,-0.14,-0.56,-0.35,18.8,35.9
1958,3,4.74,37.4,1.8,1.8,2.34,1.8,1.09,1.07,1.14,1.14,0.16,-0.03,-0.17,29.7,45.2
1958,4,4.18,52.8,1.97,1.97,1.07,1.97,0.75,1.23,1.23,1.26,0.83,0.05,0.04,41.5,64.2
1958,5,3.38,61.1,1.64,1.64,-0.39,1.39,-0.22,0.28,0.77,1.23,1.12,0.19,0.16,49.5,72.8
1958,6,4.33,67.4,1.95,1.95,1.45,1.95,0.38,-0.04,0.32,0.96,1.1,0.23,0.34,56.1,78.6
1958,7,6.49,75.1,2.79,2.79,3.12,2.79,1.67,1.25,0.85,1.52,1.52,1.14,0.1,64.9,85.3
1958,8,5.03,71.3,3.11,3.11,1.81,3.11,0.71,1.38,1.29,1.5,1.68,1.56,0.42,60.7,81.9
1958,9,1.69,65.2,-0.3,2.49,-0.9,2.06,-0.81,-0.13,0.61,0.65,1.07,1.17,0.08,52.7,77.6
1958,10,2.14,54.2,-0.57,1.93,-0.91,1.09,-0.38,-1.09,-0.45,0.2,0.73,0.96,-0.14,42.1,66.4
1958,11,1.88,46.2,-0.9,1.34,-1.17,0.02,-0.47,-0.69,-1.16,0.12,0.47,0.83,-0.19,34.9,57.4
1958,12,1.49,28.6,-1.19,0.82,-1.14,-0.89,-1.08,-1.08,-1.14,-0.34,-0.04,0.41,-0.24,18.5,38.9
1959,1,1.97,30.5,-1.31,-1.31,-0.73,-1.31,-0.59,-1.19,-1.26,-1.19,-0.43,0.15,-0.28,19.6,41.4
1959,2,1.26,35.6,-1.69,-1.69,-1.55,-1.69,-0.94,-1.26,-1.78,-1.83,-0.63,-0.13,-0.54,23.3,47.8
1959,3,2.51,41.9,-1.79,-1.79,-0.82,-1.79,-0.48,-1.07,-1.43,-1.93,-0.89,-0.56,-0.48,28.7,55.1
1959,4,4.08,54.9,-1.38,-1.38,0.67,-0.98,0.69,0.13,-0.39,-1.18,-1.26,-0.6,-0.43,42.5,67.3
1959,5,2.84,65.3,-1.78,-1.78,-1.62,-1.78,-0.57,-0.01,-0.32,-1.2,-1.67,-0.72,-0.43,53.1,77.6
1959,6,3.78,70.6,-1.55,-1.55,0.12,-1.42,0.06,-0.52,-0.11,-0.88,-1.52,-0.85,-0.47,58.6,82.6
1959,7,4.93,74.2,-1.07,-1.07,0.96,-0.4,0.76,0.45,-0.1,-0.37,-0.94,-1.13,-0.01,63.7,84.7
1959,8,3.31,75.7,-1.33,-1.33,-1.11,-1.13,-0.17,0.2,0.11,-0.18,-0.85,-1.47,0.29,64.7,86.8
1959,9,2.25,68.1,-1.71,-1.71,-1.54,-1.71,-0.35,-0.59,-0.21,-0.24,-0.8,-1.4,0.09,55.9,80.3
1959,10,5.13,57.3,0.38,-1.15,1.14,-0.51,0.95,0.39,0.13,0.02,-0.22,-0.69,0.23,47,67.6
1959,11,2.12,42.2,-0.21,-1.24,-0.64,-0.86,-0.29,0.55,0.09,0.11,-0.08,-0.69,0.12,31.3,53.1
1959,12,2.71,37.2,-0.15,-1.07,0.13,-0.57,-0.02,-0.31,0.41,0.07,0.06,-0.46,-0.04,27.9,46.5
1960,1,2.12,34.3,-0.34,-1.17,-0.63,-0.89,-0.43,-0.37,-0.49,-0.34,-0.27,-0.46,-0.21,25.6,42.9
1960,2,4.21,33.4,0.79,0.79,2.38,0.79,1.28,0.69,0.5,0.25,0.27,0.12,-0.09,24.4,42.5
1960,3,2.43,30.8,0.67,0.67,-0.12,0.67,-0.54,0.6,0.26,0.43,0.12,0.11,-0.38,20.9,40.8
1960,4,3.1,56.7,0.37,0.37,-0.69,0.37,0.07,-0.44,0.43,-0.02,-0.09,-0.09,-0.52,43,70.3
1960,5,6.29,59.6,1.35,1.35,3.05,1.35,1.36,1.03,0.6,0.66,0.48,0.46,-0.24,48.6,70.7
1960,6,3.1,69.5,1.1,1.1,-0.36,0.81,-0.4,0.67,0.53,0.51,0.63,0.31,-0.42,57.6,81.3
1960,7,3.1,72.2,0.78,0.78,-0.6,0.09,-0.52,-0.71,0.23,0.44,0.07,0.01,-0.84,60.8,83.7
1960,8,4.96,74.2,0.89,0.89,0.56,0.45,0.68,0.13,-0.18,0.22,0.38,0.34,-0.84,63.5,84.9
1960,9,4.58,66.4,1.18,1.18,1.14,1.18,0.73,0.82,0.44,0.66,0.63,0.73,-0.35,56.4,76.4
1960,10,1.51,54.6,-0.55,-0.55,-1.66,-0.55,-0.79,-0.06,0.24,0.31,0.41,0.15,-0.41,43.3,65.9
1960,11,1.2,45,-1.26,-1.26,-2.29,-1.26,-1.05,-1.38,-0.59,-0.64,-0.22,-0.04,-0.52,32.6,57.3
1960,12,1.66,27.2,-1.71,-1.71,-1.75,-1.71,-0.92,-1.39,-1.63,-0.75,-0.26,-0.2,-0.5,15.5,38.8
