Variable,Tmin,Tmean,Tmax,PPT
F2008.08,14.9709997,21.3800011,27.7952995,80.1110001
F2008.09,13.5302,19.2400017,24.9461994,112.1160049
F2008.10,5.6210999,12.1800003,18.7315998,45.4530029
F2008.11,1.4049,6.1400003,10.8732004,51.8890038
F2008.12,-3.2674999,1.96,7.1847,87.3740005
F2009.01,-6.8364,-2.1300001,2.5804999,61.8950043
F2009.02,-4.1048002,2.1600001,8.4152002,12.6610003
F2009.03,0.0941,5.5300002,10.9643002,61.5320015
F2009.04,5.6370001,12.250001,18.8675995,110.9910049
F2009.05,10.5391998,16.6800003,22.8276005,169.5690155
F2009.06,14.993,20.8700008,26.7558002,156.0820007
F2009.07,15.1385002,21.3400002,27.5450993,61.0850029
F2009.08,17.3167,23.460001,29.5976009,99.4450073
F2009.09,13.0664997,18.5900002,24.1152992,53.2280006
F2009.10,6.1476002,11.9500008,17.7500992,101.0430069
F2009.11,3.8325,8.8300009,13.8210001,141.852005
F2009.12,-3.8478999,0.72,5.2972999,173.9550018
F2010.01,-4.8369999,-0.8,3.2465999,115.6940079
F2010.02,-5.4828,-1.59,2.3009,88.7380066
F2010.03,2.3192999,7.5600004,12.8083,206.9730072
F2010.04,6.5451002,14.1200008,21.6940002,39.651001
F2010.05,11.5864,17.8700008,24.1581001,100.0810013
F2010.06,17.1355991,23.6000004,30.0704002,39.4490013
F2010.07,18.1842003,25.3400021,32.5029984,70.4600067
F2010.08,17.9580994,23.6600018,29.3661003,96.3590012
F2010.09,13.0817003,20.6600018,28.2423,92.1530075
F2010.10,8.1196003,14.1900005,20.2695007,128.8960114
F2010.11,0.9218,6.8600001,12.8000002,59.6190033
F2010.12,-4.9296999,-1.72,1.4858,72.3830032
F2011.01,-5.8385,-1.5100001,2.8139999,42.4440002
F2011.02,-2.8283999,2.7900002,8.4064999,44.6870003
F2011.03,0.455,6.1900001,11.9244003,144.6170044
F2011.04,7.3688998,13.5300007,19.6945992,200.4300079
F2011.05,11.8477001,17.8100014,23.7670002,143.8630066
F2011.06,15.7568998,21.8700008,27.9850006,89.5000076
F2011.07,18.2763004,24.8400021,31.4116993,62.6530037
F2011.08,16.8484001,22.8900013,28.9330006,86.9730072
F2011.09,14.6719999,18.9000015,23.1296005,148.4340057
F2011.10,6.8758001,12.0900002,17.3073006,128.9609985
F2011.11,3.073,8.7700005,14.4667997,69.7140045
F2011.12,-0.461,4.4200001,9.2924995,85.128006
F2012.01,-3.6077001,1.6400001,6.8936,43.4310036
F2012.02,-1.1936001,4.0300002,9.2455997,23.3290005
F2012.03,4.7809,11.1100006,17.4398994,41.2450027
F2012.04,5.079,11.7700005,18.4671001,57.5960045
F2012.05,13.0726004,18.7700005,24.4762001,92.5270081
F2012.06,14.2172003,20.4500008,26.6917992,74.3310013
F2012.07,18.9986992,25.0500011,31.1023998,92.5610046
F2012.08,16.9255009,22.6000004,28.2656002,105.765007
F2012.09,12.6097002,18.8900013,25.1653996,121.2350082
F2012.10,7.1036,12.7200003,18.3306007,168.8500061
F2012.11,-0.353,4.6100001,9.5671997,35.8560028
F2012.12,0.0579,4.5600004,9.0566998,53.7520027
F2013.01,-2.6565001,2.0500002,6.7516999,102.3190079
F2013.02,-4.2195001,0.42,5.0496001,37.3560028
F2013.03,-1.4286,2.9100001,7.2400999,89.1880035
F2013.04,6.1952,12.5300007,18.8719997,40.8880005
F2013.05,9.5999002,15.6400003,21.6730003,108.5330048
F2013.06,16.0314999,21.4300003,26.8337002,153.3450012
F2013.07,18.7625999,23.7900009,28.8115997,96.6960068
F2013.08,15.9300003,21.0000019,26.0636005,108.9550018
F2013.09,11.5629997,17.9100018,24.2560005,31.2680016
F2013.10,7.6577001,13.2300005,18.7975006,174.201004
F2013.11,-0.1717,5.0100002,10.1968002,77.6100006
F2013.12,-1.5373,2.8400002,7.2231998,132.7460022
F2014.01,-9.3318005,-3.8900001,1.5523,47.3170013
F2014.02,-4.9864998,0.11,5.2042999,90.1340027
F2014.03,-3.8343999,2.0090001,7.8474002,114.5100021
F2014.04,4.8313999,11.2800007,17.7241001,101.1520081
F2014.05,10.5784998,17.0400009,23.4944992,157.2100067
F2014.06,15.8982,21.5600014,27.2276993,122.6320038
F2014.07,16.5650997,22.210001,27.8623009,86.8740005
F2014.08,14.8331003,20.6000004,26.3743,92.4219971
F2014.09,13.1538,18.6800003,24.2049999,42.618
F2014.10,8.5370998,13.6200008,18.7119999,128.3560028
F2014.11,-0.261,4.5600004,9.3737001,55.519001
F2014.12,-1.2415,3.2,7.6410999,79.3730011
F2015.01,-6.5500002,-1.95,2.6600001,81.5090027
F2015.02,-9.8500004,-4.0100002,1.83,41.8460007
F2015.03,-1.9200001,4.2200003,10.3600006,93.5510025
F2015.04,5.7600002,12.2900009,18.8100014,95.5440063
F2015.05,12.8500004,19.1900005,25.5200005,106.0690079
F2015.06,16.6100006,21.7000008,26.7900009,172.253006
F2015.07,17.5400009,22.8700008,28.2000008,112.5240021
F2015.08,15.3800011,21.8300018,28.2700005,37.4510002
F2015.09,13.4500008,19.3100014,25.170002,142.6360016
F2015.10,6.2600002,12.2900009,18.3200016,150.5690002
F2015.11,3.1500001,8.96,14.7600002,69.9160004
F2015.12,2.95,7.5500002,12.1400003,97.9920044
