"year","month","cld","drt","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet"
2001,9,56.5,14,0,3.1,93,43.6,11.5,18.5,25.5,15.6,8.85
2001,10,57.5,15.8,3.73,2.7,83.7,22,5.9,13.8,21.7,9.8,5.63
2001,11,67.5,14.6,8.27,2.1,63,20.6,3.6,10.9,18.2,8.4,4.12
2001,12,70,10.9,17.13,1.3,40.3,42.1,0.3,5.7,11.2,6.5,12.3
2002,1,68.8,11.8,22.01,1.5,46.5,30.5,-1.6,4.3,10.2,5.3,8.65
2002,2,68.8,13.7,21.39,2,56,14,-2.6,4.3,11.2,4.7,6.66
2002,3,67.5,13.9,15.79,2.2,68.2,89.7,0.8,7.7,14.7,7.4,15.92
2002,4,65,14.4,2.37,3.3,99,133.4,6.7,13.9,21.1,11,13.5
2002,5,65,14.4,0.11,3.5,108.5,115.6,9.3,16.5,23.7,14.1,10.22
2002,6,62.5,14.5,0,4.7,141,82.1,15.7,22.9,30.2,18.5,13.57
2002,7,63.8,13.5,0,4.7,145.7,99.5,18.8,25.5,32.3,22.4,4.53
2002,8,62.5,14.3,0,4.2,130.2,41.7,17.7,24.8,32,22,6.38
2002,9,60,13.8,0,3.2,96,101.6,14,20.9,27.8,18.4,9.51
2002,10,57.5,11.7,1.31,1.6,49.6,143.6,7.6,13.4,19.3,13.5,13.23
2002,11,67.5,11,13.73,1.2,36,103.9,1.4,6.9,12.4,7.9,9.73
2002,12,70,10.2,24.6,1.1,34.1,82.2,-3.4,1.7,6.8,4.7,12.74
2003,1,72.8,9.8,27.76,0.9,27.9,67.2,-6.6,-1.7,3.2,3.8,9.87
2003,2,76.8,9.5,23.38,1.3,36.4,168.8,-4.6,0.2,5,4.1,13.9
2003,3,69.1,14.4,16.59,2.1,65.1,80.8,0.5,7.7,14.9,7.9,13.86
2003,4,66.6,13.6,3.78,3.3,99,93.7,5.8,12.6,19.4,9.3,13.35
2003,5,73.2,11.8,0,3.1,96.1,190.9,10.3,16.2,22.1,14.4,17.88
2003,6,68.3,12.2,0,3.8,114,200.1,14.7,20.8,26.9,18.6,11.16
2003,7,68.2,12,0,3.9,120.9,151.5,17.7,23.7,29.7,22.9,12.18
2003,8,69.1,12.1,0,3.5,108.5,95.2,18.2,24.2,30.3,24.7,16.19
2003,9,64,12.3,0,2.8,84,249.2,13.4,19.5,25.7,18.3,16.14
2003,10,59.8,13.8,3.91,2.2,68.2,69,5.8,12.7,19.6,10.4,9.08
2003,11,68.5,12.6,7.59,1.6,48,104.6,3.9,10.2,16.5,9.5,10.96
2003,12,74.5,10.6,23.91,1.4,43.4,84.7,-2.8,2.5,7.8,4.4,15.08
2004,1,70.4,11,28.25,0.9,27.9,26,-7.2,-1.7,3.8,3.9,12.29
2004,2,72.2,12.1,23.63,1.8,52.2,69.3,-4,2.1,8.2,3.8,7.34
2004,3,73.3,13.4,13.65,2.3,71.3,47.5,1.6,8.3,15,7.3,14.77
2004,4,69,13.3,2.66,3.4,102,93.5,6.5,13.1,19.8,9.2,14.21
2004,5,68.4,13.3,0,4.1,127.1,139.4,14.4,21,27.7,17.8,19.39
2004,6,67.5,12.6,0,4.1,123,119.8,15.4,21.7,28,19.2,12.12
2004,7,70.2,11.8,0,3.9,120.9,125.7,18,23.9,29.8,22.8,15.31
2004,8,68.7,12.4,0,3.4,105.4,66.7,16.2,22.4,28.6,21.8,12.97
2004,9,64.2,12.4,0,3.1,93,214.6,14.3,20.5,26.7,18,9.35
2004,10,62.7,12,1.11,2.1,65.1,33,7.8,13.8,19.8,11.5,10.42
2004,11,70.3,11.6,7.59,1.9,57,81.3,3.9,9.7,15.5,7.8,13.63
2004,12,71.4,11.6,23.33,1.2,37.2,61.7,-2.3,3.5,9.3,5.4,12.64
2005,1,69.6,10.7,24.49,1,31,56.1,-3.3,2.1,7.5,5.5,14.91
2005,2,73.8,12,21.28,1.8,50.4,32.9,-2.5,3.5,9.5,4.6,10.04
2005,3,77.1,11.9,20.27,2.1,65.1,81.1,-0.9,5.1,11.1,5.5,9.67
2005,4,64,14.3,3.28,3.9,117,58.7,6.1,13.2,20.4,7.9,14.78
2005,5,66,13.7,0.33,4,124,120.6,8.8,15.6,22.5,10.5,8.15
2005,6,64.9,13,0,4.5,135,57.2,16.8,23.3,29.8,20.1,10.39
2005,7,67.4,12.1,0,4.4,136.4,153.6,19.7,25.7,31.8,23.8,14.94
2005,8,67.7,12.7,0,4.1,127.1,66.4,18.7,25,31.4,22.1,9.54
2005,9,54.4,14.8,0,4.1,123,24.9,14.7,22.1,29.5,15.1,2.55
2005,10,66.1,12.1,0.39,2.3,71.3,160,8.7,14.7,20.8,11.7,12.74
2005,11,64.7,13.8,10.93,2,60,74.2,2.5,9.4,16.3,7.3,10.52
2005,12,74.2,9.8,25.15,1.2,37.2,34.9,-3.9,1,5.9,4.1,13.69
2006,1,66.4,11.9,18.45,1.6,49.6,73.8,-0.2,5.8,11.8,6,14.01
2006,2,73,11.6,22.12,1.8,50.4,57.2,-3.3,2.5,8.3,4.1,9.11
2006,3,70.9,13.5,16.06,2.7,83.7,2.7,0.7,7.4,14.2,5.4,3.56
2006,4,64,14.9,2.37,3.9,117,83.9,6.7,14.1,21.6,8.9,10.57
2006,5,66.7,14.3,0,4.1,127.1,59.1,9.9,17,24.2,11.9,13.85
2006,6,64.7,13.3,0,4.5,135,187.6,15.2,21.8,28.5,17.3,15.76
2006,7,66.5,12.8,0,4.4,136.4,78.1,19,25.4,31.8,23.4,9.75
2006,8,66.1,13.7,0,4.3,133.3,20.9,18.1,24.9,31.8,20.5,6.03
2006,9,65.8,11.8,0,2.9,87,172.1,13,18.9,24.8,15.9,9.42
2006,10,60.7,13.5,2.6,2.4,74.4,130.7,6.6,13.3,20.1,10.2,11.59
2006,11,72.7,12.1,7.36,1.8,54,118.7,4,10,16.1,8.3,10.3
2006,12,68.6,12.5,17.66,1.6,49.6,33.3,0.1,6.3,12.6,6.1,9.78
2007,1,68.6,11.1,22.01,1.4,43.4,39.9,-1.6,4,9.6,5.5,12.63
2007,2,76.2,11,25.15,1.5,42,78,-6.7,-1.2,4.3,3.1,7.76
2007,3,70.2,14.5,13.39,2.8,86.8,66.5,1.7,8.9,16.2,6.6,10.54
2007,4,69.6,13.2,5.26,3.4,102,85.8,5,11.6,18.2,7.7,11.08
2007,5,63.6,14.6,0,4.4,136.4,34.9,11.4,18.7,26,12.9,6.01
2007,6,62.7,13.6,0,4.8,144,93,15.9,22.7,29.5,17.3,10.15
2007,7,64,13.8,0,4.8,148.8,44.8,17,23.9,30.8,18.2,8.94
2007,8,64.9,13.9,0,4.3,133.3,89.8,18.2,25.1,32.1,21.7,14.27
2007,9,55.6,14.8,0,3.7,111,51.8,13.7,21.1,28.5,16,5.37
2007,10,57.3,14.4,0,2.8,86.8,84.7,10.4,17.6,24.8,13.2,8.04
2007,11,70.9,12.3,12.96,1.9,57,44.2,1.7,7.8,14,6.3,12.54
2007,12,75,9.8,19.75,1.2,37.2,77.6,-0.7,4.2,9.1,5.9,13.57
2008,1,69,11.4,24.26,1.5,46.5,29.4,-3.1,2.6,8.3,4.2,9.32
2008,2,73.3,12.4,22.48,1.5,43.5,57.9,-2.9,3.3,9.5,5.4,12.65
2008,3,73.3,13.1,15.26,2.5,77.5,50.2,1,7.5,14.1,6,12.8
2008,4,67.8,13.4,1.84,3.4,102,135.4,7.1,13.8,20.5,10,15.63
2008,5,65.9,14,0.06,4,124,138.4,9.5,16.5,23.5,11.7,14.72
2008,6,62.3,14,0,4.9,147,101,16.8,23.8,30.8,19.1,17
2008,7,65.1,13.4,0,4.5,139.5,97.4,17.7,24.4,31.1,20.6,10.34
2008,8,61.9,13.9,0,4.3,133.3,89.7,16.1,23,30,17.8,7.71
2008,9,62.2,12.9,0,3.3,99,103.4,14.2,20.6,27.1,16.7,11.58
2008,10,56.9,14,3.56,2.5,77.5,44.9,6,13,20,9.3,6.18
2008,11,76.1,10.6,12.19,1.7,51,47.7,2,7.3,12.6,6.6,7.95
2008,12,71.4,11.6,22.25,1.3,40.3,88,-1.7,4.1,9.9,5.5,16.5
2009,1,69.8,10.7,27.67,1.2,37.2,58.5,-6.5,-1.1,4.3,3.3,10.33
2009,2,71.4,13.4,22.22,2,56,10.8,-3.4,3.3,10,4.2,6.67
2009,3,72.7,12.8,16.06,2.3,71.3,49.9,0.7,7.1,13.5,6.4,13.74
2009,4,67,14.1,2.96,3.7,111,84.1,6.3,13.3,20.4,8.4,16.59
2009,5,67.8,12.7,0,3.8,117.8,168.7,12,18.3,24.7,14.5,13.94
2009,6,67.5,12.6,0,4.3,129,143.3,15.9,22.2,28.5,18.6,14.3
2009,7,67.4,12.9,0,4.4,136.4,77,16.6,23,29.5,18.4,11.34
2009,8,67.5,13.2,0,4.1,127.1,138.4,17.9,24.5,31.1,21.3,10.19
2009,9,64.8,12.3,0,3.2,96,51,13.7,19.8,26,15.6,11.82
2009,10,65.1,12.4,2.17,2.3,71.3,77.1,6.9,13.1,19.3,10.1,13.72
2009,11,72.9,11.2,6.07,1.8,54,111,4.6,10.2,15.8,8.4,13.29
2009,12,75.6,9.7,23.68,1.3,40.3,158.8,-2.6,2.3,7.2,4.5,18.22
2010,1,71,11.6,26.87,1.3,40.3,88.2,-5.6,0.2,6,3.7,8.69
2010,2,79.8,9.4,24.92,1.2,33.6,94.2,-6.4,-1.7,3,3.5,12.58
2010,3,72.9,13.4,13.92,2.6,80.6,78.1,1.5,8.2,14.9,6.4,13.15
2010,4,60.2,16.6,3.78,4.1,123,35.4,5.8,14.1,22.4,8.6,9.35
2010,5,68.2,13.4,0,3.9,120.9,77,11.7,18.4,25.1,14.6,14.44
2010,6,66,13.1,0,4.7,141,37.6,17.1,23.6,30.2,19.2,11.1
2010,7,61.4,14,0,4.7,145.7,70.9,17.7,24.7,31.7,20.7,9.09
2010,8,65.1,12.6,0,3.7,114.7,49.6,16.9,23.2,29.5,21.7,10.61
2010,9,58,15.1,0,3.6,108,82.3,12.5,20,27.6,14.7,8.02
2010,10,59.5,13.6,3.06,2.4,74.4,86.8,6.3,13.1,19.9,10,6.47
2010,11,67.3,13,16.06,1.7,51,57.6,0.5,7,13.5,6.6,7.91
2010,12,76.6,9.5,28.4,0.9,27.9,47.5,-7.4,-2.6,2.2,3.3,6.93
2011,1,72.6,10,27.92,1,31,45.8,-6.8,-1.8,3.2,3.5,9.84
2011,2,71.7,13,22.42,1.7,47.6,64.2,-3.6,2.9,9.4,4.8,12.91
2011,3,76.1,12.4,16.86,2.2,68.2,95.6,0.4,6.6,12.8,6.2,14.84
2011,4,69,13.8,2.37,3.2,96,108.5,6.7,13.6,20.5,10.8,15.46
2011,5,70,12.6,0,3.4,105.4,73.5,11.9,18.2,24.5,16.1,9.75
2011,6,65.3,13.8,0,4.5,135,64.2,15.3,22.2,29.1,18.2,9.38
2011,7,62.4,14.2,0,4.7,145.7,77.1,18.3,25.4,32.5,22.6,9.38
2011,8,65.3,13.8,0,3.9,120.9,141.3,16.2,23.1,30,20.2,13.62
2011,9,69,10.4,0,2.4,72,181.5,14,19.2,24.4,19.2,14.39
2011,10,64.1,11.9,3.56,1.9,58.9,111.7,6,11.9,17.9,10.5,10.21
2011,11,65.5,13.9,12.7,1.7,51,72.6,1.8,8.7,15.7,8,9.5
2011,12,71,11.9,22.25,1.1,34.1,95.7,-1.7,4.3,10.3,6.4,11.03
2012,1,66.6,12.2,24.71,1.3,40.3,62.2,-3.5,2.6,8.7,4.9,14.24
2012,2,73.8,12.4,21.6,1.7,49.3,56.8,-2.1,4.1,10.3,5.3,12.48
2012,3,68.9,14.7,6.71,2.9,89.9,64.1,4.4,11.7,19.1,8.9,9.67
2012,4,64.6,14.9,6.71,3.6,108,51.9,4.3,11.7,19.2,7.7,9.88
2012,5,68.8,12.9,0,3.7,114.7,90.7,12.9,19.3,25.8,16.5,11.21
2012,6,62.5,15.2,0,4.6,138,52.4,13.1,20.7,28.3,15.7,6.72
2012,7,64.8,13.1,0,4.7,145.7,96.9,19,25.5,32.1,21.9,11.37
2012,8,65.3,13.3,0,3.9,120.9,69.5,16.5,23.1,29.8,20.4,12.84
2012,9,61.2,13.9,0,3,90,106.6,11.7,18.6,25.6,16.3,14.8
2012,10,64.3,12.2,2.45,2,62,133.4,6.7,12.8,18.9,10.8,13.97
2012,11,71.5,12.6,21.07,1.7,51,14.7,-1.5,4.8,11.1,5.2,2.7
2012,12,74.8,10.4,19.5,1,31,76.4,-0.6,4.6,9.8,6.6,16.75
2013,1,70.9,10.9,24.49,1.1,34.1,84.1,-3.3,2.2,7.7,5.3,10.27
2013,2,80.2,9.8,21.7,1.6,44.8,41.6,-2.9,2,6.9,4.2,12.75
2013,3,79.7,12.2,23.45,2.1,65.1,68.4,-2.4,3.7,9.8,4.6,8.37
2013,4,66.8,14.4,4.13,3.4,102,80.2,5.6,12.8,20,9.2,9.03
2013,5,68.2,13.5,0.04,3.5,108.5,89.6,9.6,16.3,23.1,13.4,10.62
2013,6,67.5,11.9,0,4,120,214.3,15.8,21.7,27.7,19.7,15.15
2013,7,70.6,11.1,0,3.8,117.8,118.5,18.7,24.2,29.8,23.8,16.09
2013,8,66.5,12.2,0,3.4,105.4,52,15.5,21.6,27.7,20.4,9.21
2013,9,56,14.4,0,3.1,93,34.3,11,18.2,25.4,15.1,6.7
2013,10,61.3,12.6,1.78,2,62,128.9,7.2,13.5,19.8,12,10.67
2013,11,70.3,12,19.61,1.6,48,82,-0.9,5.1,11.1,5.6,9.63
2013,12,73.6,10.7,23.33,0.9,27.9,113.2,-2.3,3.1,8.5,6.1,15.38
2014,1,65.4,12.4,29.72,0.9,27.9,65.5,-9.4,-3.2,3,3.5,12.46
2014,2,74.2,11.5,24.68,1.4,39.2,85.6,-6.1,-0.3,5.5,3.8,14.6
2014,3,72.3,13.8,25.15,1.9,58.9,82.2,-3.9,3,9.9,5,13.43
2014,4,67.2,15.1,7.36,3.4,102,157.1,4,11.5,19.1,8.1,13.63
2014,5,67.2,13.9,0,3.8,117.8,134.5,10.2,17.1,24.1,13.5,13.92
2014,6,65.6,12.7,0,4.1,123,83.9,15.4,21.7,28.1,19.4,14.61
2014,7,66,12.8,0,4,124,133,15.7,22.1,28.5,19.9,12.07
2014,8,65.1,12.7,0,3.3,102.3,83.2,14.4,20.7,27.1,19.9,10.94
2014,9,61,12.1,0,2.8,84,50.3,12.7,18.7,24.8,17,8.11
2014,10,62.3,12.3,2.45,2.1,65.1,111.5,6.7,12.8,19,10.7,13.22
2014,11,71.1,11.6,20.59,1.5,45,65.2,-1.3,4.5,10.3,5.3,7.86
2014,12,76.4,9,22.01,0.9,27.9,71.2,-1.6,2.9,7.4,5.9,18.95
