"Summary_type","Species","PCP","PDSI","PDSI_prewhiten","PHDI","PHDI_prewhiten","PMDI","PMDI_prewhiten","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TAVG","TMAX","TMIN","ZNDX"
"Sum of all absolute correlations","PIST",1.70206120113969,1.54607468944608,1.80218962683129,1.40925838806001,1.25828028165457,1.50217156930762,1.48657338832507,1.67385779432009,2.01483634795243,2.03673304948003,1.72133215536321,1.62203762635601,1.24076743123491,1.54976868496348,1.4136076605305,1.56269883986252,1.26216635066445,1.59569265419111
"Sum of all absolute correlations","QUAL",2.02452079092447,2.38863302114781,1.66374276319668,2.62956040391599,2.20279443733577,2.54670432902906,2.06372410516532,2.09145824345182,2.1134885373135,1.89160272550249,2.31512768210978,2.37663118633963,2.71470662921496,1.8903309761345,1.67469139346675,1.98876800574447,1.14392176371785,2.31809207393646
"Sum of all absolute correlations","QUPR",1.87228024825985,3.10694352749162,1.78152293441865,3.3873699669378,2.1883920589034,3.23486583734809,1.83358765083066,1.92958246736307,2.36662132945264,2.57222120908099,3.17317906197433,3.17646208013548,3.50211682094328,2.03360476841351,1.55744018077591,1.98892580304541,1.01096546328435,2.25728572838125
"Sum of all absolute correlations","QURU",1.92707993036044,2.5773263298189,1.75137552517696,2.73406215556164,2.1812590790721,2.77647848408342,1.99164024853184,1.95339674553629,2.0223819262295,1.96875997513877,2.75770436861363,2.71138628538969,2.67764776028876,2.58367119935653,1.92601195991274,2.41845585428094,1.32629008555856,2.31464641593532
"Sum of all absolute correlations","QUVE",2.02156855767283,2.55850283589801,1.89558757050663,2.3756762399771,2.14826712624763,2.54185281148518,2.11938571982734,2.13284528957158,2.52094904702101,2.35233555338277,2.85363733808202,2.69179171995452,2.26654356035451,0.826828205363989,1.50833847577992,2.10029384019871,0.799438272692772,2.40759178921332
"Count of Significant correlations","All",38,61,34,70,44,71,33,40,51,56,63,63,74,37,23,46,9,49
"Count of Significant correlations","CACO",3,10,4,10,3,13,3,3,5,4,8,10,10,4,1,3,1,5
"Count of Significant correlations","CAGL",3,4,2,5,3,5,0,4,1,3,3,4,7,8,1,1,0,2
"Count of Significant correlations","CAOV",2,0,1,2,2,1,1,2,2,2,1,0,2,5,1,2,1,2
"Count of Significant correlations","CATO",2,0,2,1,1,1,2,2,0,0,0,0,1,0,2,2,1,2
"Count of Significant correlations","FAGR",4,3,4,2,3,3,3,3,4,5,4,0,2,0,3,7,1,3
"Count of Significant correlations","FRAM",2,4,2,4,4,4,3,2,2,4,3,4,4,1,3,3,2,4
"Count of Significant correlations","FRNI",3,8,4,10,3,10,3,3,4,5,6,8,11,5,1,2,1,3
"Count of Significant correlations","JUNI",3,2,2,3,3,2,2,4,3,4,3,2,2,0,1,4,0,3
"Count of Significant correlations","LITU",3,4,4,4,4,5,3,5,5,6,6,5,4,0,2,4,0,4
"Count of Significant correlations","PIST",2,0,0,0,0,0,1,1,3,4,2,0,0,0,1,0,1,1
"Count of Significant correlations","QUAL",3,7,3,7,4,7,4,2,6,4,7,6,8,3,2,5,1,7
"Count of Significant correlations","QUPR",2,10,1,10,6,9,3,2,6,5,8,11,13,7,2,5,0,5
"Count of Significant correlations","QURU",3,6,2,7,4,6,3,4,5,4,6,7,7,4,2,3,0,5
"Count of Significant correlations","QUVE",3,3,3,5,4,5,2,3,5,6,6,6,3,0,1,5,0,3
"Sum of absolute significant correlations","All",9.55629008575956,16.4540372006207,8.41000122871534,18.607960810876,10.6903294205576,19.2764761377113,8.71717452619699,10.3040414735101,13.9929461383701,15.5014306424956,16.784979763425,15.5458848826507,17.9574502794427,7.6971745776842,5.76075096021582,11.5203302815088,2.03422689805485,13.1147227458438
"Sum of absolute significant correlations","CACO",0.778740327268968,2.39450528876545,0.995112555108085,2.51947822120516,0.857330032143967,3.17090983213458,0.783196577265739,0.802648866085612,1.39852161879206,1.212809144949,2.08239295384185,2.44067946285518,2.80757193386305,0.88848274475083,0.334806949538864,0.814870379294571,0.224271553902812,1.25774309338803
"Sum of absolute significant correlations","CAGL",0.574788737579526,0.840818011391351,0.404450083726681,1.05988708167017,0.641609054682555,1.06300006146186,NA,0.792461203006871,0.214281567729758,0.599382872503876,0.666314894716401,0.873020480219428,1.54286840681633,1.32754579612941,0.2419267739298,0.275539719070184,NA,0.44567200808032
"Sum of absolute significant correlations","CAOV",0.417361437108071,NA,0.225565815733389,0.38721619166241,0.401693773719462,0.214827900366099,0.212400730182297,0.459117582048226,0.454636313959295,0.450339617385604,0.201908450235572,NA,0.474207181470135,0.931539626721664,0.283270701173988,0.487634248397083,0.217024966544272,0.49399846228757
"Sum of absolute significant correlations","CATO",0.457025965299382,NA,0.431908146102912,0.22266062834494,0.229479866888164,0.191613470981647,0.49364026846597,0.456682124186892,NA,NA,NA,NA,0.202641173698993,NA,0.511110176029531,0.485763543411098,0.2236861958287,0.467928834383721
"Sum of absolute significant correlations","FAGR",1.18858857637648,1.12860313602533,1.29711344320133,0.75666928495886,0.995213419330387,1.07976045441845,1.08502700848467,1.08200938138873,1.44848490641519,1.64988987575648,1.10314203569201,NA,0.661824671507192,NA,0.817645777474064,1.80841244465383,0.223837813450429,1.19830481911403
"Sum of absolute significant correlations","FRAM",0.447585677229116,0.936444499948758,0.394502659593854,1.01052453769227,0.778388711903688,1.0122553477189,0.580169221107018,0.488982331648968,0.544602427188533,1.00436092138362,0.822062113951271,0.82999446890458,0.992271774480371,0.182204020641993,0.725900165730193,0.886817926725305,0.38619620401823,0.888498410472928
"Sum of absolute significant correlations","FRNI",0.838782721805548,2.1516970608466,0.918872706433791,2.83695360594276,0.737825854788788,2.5119492877651,0.832538009623248,0.781296231902495,0.963218891844754,1.13204594424031,1.45695026020994,1.9483998382953,2.4304748089987,1.26004727850029,0.232272439401944,0.379128460446523,0.264880863599251,0.861585480790956
"Sum of absolute significant correlations","JUNI",0.724434744757715,0.656620635656402,0.483412459255227,0.827649382735871,0.720218308179037,0.723578063966627,0.559475387704674,1.02162203436303,1.02559888637009,1.23602431564055,0.958983044705438,0.641687790401952,0.521177576805649,NA,0.199619823236789,0.902077348273997,NA,0.910365827029491
"Sum of absolute significant correlations","LITU",0.84478683041143,1.52711713666453,0.866680200318419,1.3872050973315,1.00981554650344,1.81761695214624,0.87894068833534,1.3597473704699,1.65237478479371,1.99371009541537,1.86066870638301,1.36344018566863,1.2353416840583,NA,0.451634857737327,1.09739256536599,NA,1.29920648752813
"Sum of absolute significant correlations","PIST",0.544970766636583,NA,NA,NA,NA,NA,0.305186774470479,0.268647729167376,0.714860358091917,0.953121528577604,0.503131456671029,NA,NA,NA,0.270606910901094,NA,0.260799500439313,0.286787504727477
"Sum of absolute significant correlations","QUAL",0.683554778522753,1.73089668750092,0.688254212912006,1.72646672289827,0.996337778740163,1.82140791612085,0.880088039185959,0.506302072614715,1.42236327654538,1.09705608516112,1.6241882693831,1.33931665065533,1.67882778411155,0.603452924538824,0.541249335891434,1.2084616026739,0.233529800271838,1.56890841099661
"Sum of absolute significant correlations","QUPR",0.543012014340486,2.50381828366334,0.416183775077791,2.72374659010857,1.3675882710017,2.5336655576767,0.721861139735985,0.561498744148714,1.50224446436131,1.46083129888559,2.27670072246037,2.80147473898116,3.15769690857495,1.69053875308528,0.473439808901727,1.23932617276785,NA,1.24633134281196
"Sum of absolute significant correlations","QURU",0.762179294929051,1.56586312886565,0.578258554687149,1.85040039990657,0.982542741080085,1.69276472451587,0.794446949331972,0.94474664530402,1.26660466186869,1.08128626912117,1.58623513546241,1.76461757795022,1.53236850661797,0.813363433315899,0.486514126584823,0.815748234000562,NA,1.31221819448248
"Sum of absolute significant correlations","QUVE",0.750478213494451,1.01765333129238,0.709686616564704,1.29910306641865,0.972286061596115,1.44312656843837,0.590203732303638,0.77827915717453,1.38515398040939,1.63057267347533,1.6423017197126,1.54325368871887,0.720177868439548,NA,0.19075311368424,1.11915763642791,NA,0.877173869750133
